Brightness,Offset_at_75_to_Center,Offset_at_120_to_Center,Offset_at_165_to_Center,Threshold_Gray,Min_Track_width,Red,Blue,Green,Led_Brightness,LEFT_DISTANCE,RIGHT_DISTANCE,norminal_speed
101,29,31,31,53,21,255,255,177,1,38,38,0.525
101,29,31,31,61,21,255,255,177,1,38,38,0.525
101,29,31,31,65,21,255,255,177,1,38,38,0.525
101,29,31,31,65,21,255,255,177,1,38,38,0.37499997
131,29,31,31,65,21,255,255,177,1,38,38,0.37499997
131,29,31,31,65,21,255,255,177,1,38,38,0.67499995
131,29,31,31,65,21,255,255,177,1,61,61,0.67499995
131,29,31,31,65,21,255,255,177,1,61,61,0.67499995
131,29,31,31,65,21,255,255,177,1,61,61,0.67499995
131,29,31,31,65,21,255,255,177,1,61,61,0.67499995
131,29,31,31,65,21,255,255,177,1,61,61,0.67499995
131,29,31,31,65,21,255,255,177,1,61,61,0.67499995
131,29,31,31,65,21,255,255,177,1,61,61,0.67499995
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,61,61,0.525
131,29,31,31,65,21,255,255,177,1,78,78,0.525
131,29,31,31,65,21,255,255,177,1,78,78,0.525
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.37499997
131,29,31,31,65,21,255,255,177,1,78,78,0.22499996
131,29,31,31,65,21,255,255,177,1,78,78,0.22499996
131,29,31,31,65,21,255,255,177,1,78,78,0.22499996
131,29,31,31,65,21,255,255,177,1,48,48,0.22499996
131,29,31,31,65,21,255,255,177,1,48,48,0.22499996
131,29,31,31,65,21,255,255,177,1,48,48,0.22499996
131,29,31,31,65,21,255,255,177,1,48,48,0.22499996
131,29,31,31,66,21,255,255,177,1,48,48,0.22499996
131,29,31,31,79,21,255,255,177,1,48,48,0.22499996
131,29,31,31,79,21,255,255,177,1,48,48,0.22499996
131,29,31,31,79,21,255,255,177,1,48,48,0.07499996
131,29,31,31,79,21,255,255,177,8,48,48,0.07499996
131,29,31,31,79,21,255,255,177,8,48,48,0.07499996
131,29,31,31,79,21,255,255,177,8,48,48,0.07499996
131,29,31,31,79,21,39,255,177,8,48,48,0.07499996
131,29,31,31,79,21,39,255,177,8,48,48,0.07499996
131,29,31,31,79,21,39,255,177,8,48,48,0.07499996
131,29,31,31,79,21,39,255,177,8,48,48,0.07499996
131,29,31,31,79,21,39,255,177,8,48,48,0.07499996
131,29,31,31,79,21,39,255,177,8,48,48,0.07499996
131,29,31,31,79,21,39,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,174,255,177,8,48,48,0.07499996
131,29,31,31,79,21,28,255,177,8,48,48,0.07499996
131,29,31,31,79,21,28,255,177,13,48,48,0.07499996
165,29,31,31,79,21,28,255,177,13,48,48,0.07499996
165,29,31,31,79,21,28,255,177,13,48,48,0.07499996
165,29,31,31,79,21,28,255,177,13,48,48,0.07499996
165,29,31,31,79,21,28,255,177,13,48,48,0.07499996
165,29,31,31,79,21,28,255,177,13,48,48,0.07499996
165,29,31,31,79,21,28,255,177,13,48,48,0.07499996
169,23,31,31,70,21,28,255,177,13,48,48,0.07499996
169,23,28,31,70,21,28,255,177,13,48,48,0.07499996
169,23,28,31,70,21,28,255,177,13,48,48,0.07499996
169,23,28,31,70,21,28,255,177,13,48,48,0.07499996
169,23,28,31,56,21,28,255,177,13,48,48,0.07499996
169,23,28,31,38,21,28,255,177,13,48,48,0.07499996
169,23,28,31,45,21,28,255,177,13,48,48,0.07499996
169,23,28,31,45,21,28,255,177,13,48,48,0.07499996
169,23,28,28,45,21,28,255,177,13,48,48,0.07499996
169,23,28,28,45,21,28,255,177,13,48,48,0.07499996
169,23,28,28,45,21,28,255,177,13,48,48,0.07499996
169,26,28,30,45,21,28,255,177,13,48,48,0.07499996
169,26,28,30,45,21,28,255,177,13,48,48,0.07499996
169,26,28,30,45,21,28,255,177,13,48,48,0.07499996
169,26,28,28,45,21,28,255,177,12,7,7,0.07499996
169,26,28,28,45,21,28,255,177,12,7,7,0.725
169,26,28,28,45,21,28,255,177,12,7,7,0.725
169,26,28,28,50,21,28,255,177,12,7,7,0.725
145,27,28,28,50,21,28,255,177,12,7,7,0.725
145,27,32,37,50,21,28,255,177,12,7,7,0.725
145,27,32,32,50,21,28,255,177,12,52,52,0.57500005
145,27,32,32,50,21,28,255,177,12,52,52,0.57500005
145,27,32,32,50,21,28,255,177,12,52,52,0.57500005
126,27,32,32,50,21,28,255,177,12,52,52,0.42500004
126,27,32,32,50,21,28,255,177,12,52,52,0.42500004
126,27,32,32,50,21,28,255,177,12,52,52,0.42500004
159,27,32,32,50,21,28,255,177,12,52,52,0.27500004
184,27,32,32,50,21,28,255,177,12,52,52,0.27500004
201,27,32,32,50,21,28,255,177,12,52,52,0.27500004
201,27,32,32,44,21,28,255,177,12,52,52,0.27500004
201,27,32,37,44,21,28,255,177,12,52,52,0.27500004
201,27,32,37,44,21,28,255,177,12,52,52,0.27500004
201,27,32,37,44,21,28,255,177,12,52,52,0.27500004
201,27,32,37,44,21,28,255,177,12,52,52,0.27500004
201,27,32,37,44,21,28,255,177,12,52,52,0.27500004
201,27,32,37,44,21,28,255,177,12,52,52,0.27500004
201,27,32,37,44,21,28,255,177,12,52,52,0.27500004
201,27,32,37,44,21,28,255,177,12,52,52,0.27500004
201,27,32,32,44,21,28,255,177,12,52,52,0.12500003
201,27,32,32,44,21,28,255,177,12,52,52,0.5999999
201,27,32,32,44,21,28,255,177,12,52,52,1.0
201,27,32,32,44,21,28,255,177,12,52,52,1.6250001
201,27,32,32,44,21,255,255,255,20,52,52,1.6250001
201,27,32,37,44,21,255,255,255,20,52,52,1.6250001
219,27,32,37,44,21,255,255,255,20,52,52,1.6250001
228,27,32,37,44,21,255,255,255,20,52,52,1.6250001
228,28,33,38,44,21,255,255,255,20,52,52,1.6250001
228,28,33,33,44,21,255,255,255,20,52,52,1.325
228,28,33,33,44,21,255,255,255,20,52,52,1.325
228,26,30,34,44,21,255,255,255,20,52,52,1.325
228,26,30,34,44,21,255,255,255,20,52,52,1.325
228,26,30,30,44,21,255,255,255,20,52,52,1.0250001
228,26,30,30,44,21,255,255,255,1,52,52,1.0250001
228,26,30,30,44,21,255,255,255,1,52,52,1.0250001
228,26,30,30,44,21,255,255,255,1,52,52,1.0250001
228,26,30,30,44,21,255,255,255,1,52,52,1.0250001
228,26,30,30,44,21,255,255,255,8,52,52,1.0250001
228,26,30,30,44,21,255,255,255,8,52,52,1.0250001
228,26,30,30,44,21,255,255,255,8,52,52,1.0250001
228,26,30,30,44,21,255,255,255,8,52,52,1.0250001
228,26,30,30,44,21,255,255,255,4,52,52,1.0250001
228,26,30,30,44,21,255,255,255,4,52,52,1.0250001
228,26,30,30,44,21,255,255,255,16,52,52,1.0250001
228,26,30,30,44,21,255,255,255,16,52,52,1.0250001
228,26,30,30,44,21,255,255,255,16,52,52,1.0250001
228,26,30,30,44,21,255,255,255,16,52,52,1.0250001
228,26,30,30,44,21,255,255,255,16,52,52,1.0250001
228,26,30,30,44,21,255,255,255,16,52,52,0.8750001
228,26,30,30,44,21,255,255,255,16,52,52,0.72500014
228,26,30,30,44,21,255,255,255,16,52,52,0.57500017
228,26,30,30,44,21,255,0,0,16,52,52,0.57500017
228,26,30,30,44,21,255,0,0,16,52,52,0.57500017
228,26,30,30,44,21,255,0,0,16,52,52,0.57500017
228,26,30,30,44,21,255,0,0,16,52,52,0.57500017
228,26,30,30,44,21,255,0,0,7,52,52,0.57500017
228,26,30,30,44,21,255,0,0,7,52,52,0.42500016
228,26,30,30,44,21,255,255,255,20,52,52,0.42500016
228,26,30,30,44,21,255,255,255,20,52,52,0.27500015
228,26,30,30,44,21,255,255,255,20,52,52,0.12500015
228,26,30,30,44,21,255,255,255,20,52,52,0.12500015
11,26,30,30,44,21,255,255,255,20,52,52,0.12500015
189,26,30,30,44,21,255,255,255,20,52,52,0.12500015
189,26,30,30,44,21,255,255,255,20,52,52,0.12500015
109,26,30,30,44,21,255,255,255,20,52,52,0.12500015
234,26,30,30,44,21,255,255,255,3,52,52,0.12500015
234,26,30,30,44,21,255,255,255,3,52,52,0.12500015
234,26,30,30,44,21,255,255,255,3,52,52,0.12500015
234,26,30,30,44,21,255,255,255,3,52,52,0.12500015
234,26,30,30,44,21,255,255,255,12,52,52,0.12500015
234,26,30,30,44,21,255,255,255,20,52,52,0.12500015
234,26,30,30,44,21,255,255,255,20,52,52,0.12500015
119,26,30,30,44,21,255,255,255,20,52,52,0.12500015
119,26,30,30,44,21,255,255,255,4,52,52,0.12500015
119,26,30,30,44,21,255,255,255,4,52,52,0.12500015
119,26,30,30,44,21,255,255,255,4,52,52,0.12500015
119,26,30,30,44,21,255,255,255,10,52,52,0.12500015
119,26,30,30,44,21,255,255,255,10,52,52,0.12500015
119,26,30,30,44,21,255,255,255,10,52,52,0.12500015
119,26,30,30,44,21,255,255,255,18,52,52,0.12500015
119,26,30,30,44,21,255,255,255,14,52,52,0.12500015
119,26,30,30,44,21,255,255,255,14,52,52,0.12500015
119,26,30,30,44,21,255,255,255,14,52,52,0.12500015
53,26,30,30,44,21,255,255,255,14,52,52,0.12500015
0,26,30,30,44,21,255,255,255,14,52,52,0.12500015
211,26,30,30,44,21,255,255,255,14,52,52,0.12500015
211,26,30,30,44,21,255,255,255,14,52,52,0.12500015
211,26,30,30,44,21,255,255,255,14,52,52,0.12500015
211,26,30,30,44,21,255,255,255,14,52,52,0.75
211,26,30,30,44,21,255,255,255,14,52,52,1.5249999
211,26,30,30,44,21,255,255,255,14,52,52,1.5249999
211,26,30,30,44,21,255,255,255,20,52,52,1.2249999
211,26,30,30,44,21,0,0,255,20,52,52,1.2249999
211,26,30,30,44,21,0,0,255,20,52,52,1.2249999
211,26,30,30,44,21,0,0,255,20,52,52,1.2249999
211,26,30,30,44,21,0,0,255,20,52,52,1.0749999
211,26,30,30,44,21,0,0,255,20,52,52,1.0749999
211,26,30,30,44,21,0,0,255,20,52,52,1.0749999
211,26,30,30,44,21,0,0,255,20,52,52,0.92499995
211,26,30,30,44,21,0,0,255,20,52,52,0.92499995
211,26,30,30,44,21,255,0,255,20,52,52,0.92499995
211,26,30,35,44,21,255,0,255,20,52,52,0.92499995
211,26,30,35,44,21,255,0,255,20,52,52,0.775
211,26,30,35,44,21,255,0,255,20,52,52,1.05
211,26,30,35,44,21,255,0,255,20,52,52,2.1499999
211,26,30,35,44,21,255,0,255,20,52,52,2.1499999
211,26,30,35,44,21,255,0,255,20,52,52,0.67499995
211,26,30,35,44,21,255,0,255,20,52,52,0.67499995
211,26,30,35,44,21,255,0,255,20,52,52,0.67499995
211,26,30,35,44,21,255,0,255,20,52,52,0.9
211,26,30,35,44,21,255,0,255,20,52,52,1.5
211,26,30,35,44,21,255,0,255,20,52,52,2.1499999
211,26,30,35,44,21,255,0,255,20,52,52,3.0749998
211,26,30,35,44,21,255,0,255,20,52,52,0.75
211,26,30,35,44,21,255,0,255,20,52,52,0.75
211,26,30,35,44,21,255,0,255,20,52,52,0.75
211,26,30,35,44,21,255,0,255,20,52,52,0.6
211,26,30,35,44,21,255,0,255,4,52,52,0.45000002
211,26,30,35,44,21,255,0,255,4,52,52,0.45000002
211,26,30,35,44,21,255,0,255,4,52,52,0.45000002
211,26,30,35,44,21,255,0,255,4,52,52,0.45000002
211,26,30,35,44,21,255,0,255,4,52,52,0.45000002
211,26,30,35,44,21,255,0,255,4,52,52,1.2750001
211,26,30,35,44,21,255,0,255,4,52,52,1.2750001
211,26,30,35,44,21,255,0,255,4,52,52,2.475
211,26,30,35,44,21,255,0,255,4,52,52,2.475
211,26,30,35,44,21,255,0,255,4,52,52,2.475
211,26,30,35,44,21,255,0,255,4,52,52,2.475
211,26,30,35,44,21,255,0,255,4,52,52,2.475
211,26,30,35,44,21,255,0,255,4,52,52,1.45
211,26,30,35,44,21,255,0,255,4,52,52,1.1500001
211,26,30,35,44,21,255,0,255,4,52,52,1.1500001
211,26,30,35,44,21,255,0,255,4,52,52,1.0000001
211,26,30,35,44,21,255,0,255,4,52,52,0.85000014
211,26,30,35,44,21,255,0,255,4,52,52,0.85000014
211,26,30,35,44,21,255,0,255,4,52,52,0.70000017
211,26,30,35,44,21,255,0,255,4,52,52,0.70000017
124,26,30,35,44,21,255,0,255,4,52,52,0.70000017
124,26,30,35,44,21,255,0,255,4,52,52,0.70000017
124,26,30,35,44,21,255,0,255,4,52,52,0.70000017
124,26,30,35,44,21,255,0,255,4,52,52,0.70000017
124,26,30,35,44,21,255,0,255,4,52,52,0.5500002
124,26,30,35,44,21,255,0,255,4,52,52,0.5500002
124,26,30,35,56,21,255,0,255,4,52,52,0.40000018
124,26,30,35,56,21,255,0,255,4,52,52,0.25000018
124,26,30,35,56,21,255,0,255,4,52,52,0.10000017
209,26,30,35,56,21,255,0,255,4,52,52,0.10000017
209,26,30,35,56,21,255,255,255,4,52,52,0.10000017
209,26,30,35,56,21,255,255,255,20,52,52,0.10000017
209,26,30,35,56,21,255,255,255,20,52,52,0.10000017
209,26,30,35,56,21,255,255,255,20,52,52,0.10000017
209,26,30,35,56,21,255,255,255,20,52,52,0.10000017
209,26,30,35,56,21,255,255,255,1,52,52,0.10000017
209,26,30,35,56,21,255,255,255,11,52,52,0.10000017
209,26,30,35,56,21,255,255,255,20,52,52,0.10000017
209,26,30,35,56,21,255,255,255,9,52,52,0.10000017
209,26,30,35,56,21,255,255,255,13,52,52,0.10000017
209,26,30,35,56,21,255,255,255,13,52,52,0.10000017
209,26,30,35,56,21,255,255,255,20,52,52,0.10000017
209,26,30,35,56,21,255,255,255,1,52,52,0.10000017
209,26,30,35,56,21,255,255,255,20,52,52,0.10000017
209,26,30,35,56,21,255,255,255,2,52,52,0.10000017
209,26,30,35,56,21,255,255,255,18,52,52,0.10000017
209,26,30,35,56,21,255,255,255,7,52,52,0.10000017
209,26,30,35,56,21,255,255,255,18,52,52,0.10000017
209,26,30,35,56,21,255,255,255,20,52,52,0.10000017
0,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.10000017
255,26,30,35,56,21,255,255,255,20,52,52,0.4
255,26,30,35,56,21,255,255,255,20,52,52,0.79999995
255,26,30,35,56,21,255,255,255,20,52,52,1.3
255,26,30,35,56,21,255,255,255,20,52,52,0.725
255,26,30,35,56,21,255,255,255,20,52,52,0.725
255,26,30,35,56,21,255,255,255,20,52,52,0.725
255,26,30,35,56,21,255,255,255,20,52,52,0.725
255,26,30,35,56,21,255,255,255,20,52,52,0.57500005
255,26,30,35,56,21,255,255,255,20,52,52,0.57500005
255,26,30,35,56,21,255,255,255,20,52,52,0.42500004
255,26,30,35,56,21,255,255,255,20,52,52,0.42500004
255,26,30,35,56,21,255,255,255,20,52,52,0.42500004
255,26,30,35,56,21,255,255,255,20,52,52,0.42500004
255,26,30,35,56,21,255,255,255,20,52,52,0.27500004
255,26,30,35,56,21,255,255,255,20,52,52,0.27500004
255,26,30,35,56,21,255,255,255,20,52,52,0.27500004
255,26,30,35,56,21,255,255,255,20,52,52,0.27500004
255,26,30,35,56,21,255,255,255,20,52,52,0.27500004
255,26,30,35,56,21,255,255,255,20,52,52,0.27500004
255,26,30,35,56,21,255,255,255,20,52,52,0.27500004
154,26,30,35,56,21,255,255,255,20,52,52,0.12500003
154,26,30,35,56,21,255,255,255,20,52,52,0.12500003
154,26,30,35,56,21,255,255,255,20,52,52,0.12500003
154,26,30,35,56,21,255,255,255,20,52,52,0.12500003
154,26,30,35,56,21,255,255,255,20,52,52,0.12500003
154,26,30,35,56,21,255,255,255,20,52,52,0.12500003
154,26,30,35,56,21,255,255,255,20,52,52,0.8499999
154,26,30,35,56,21,255,255,255,20,52,52,0.54999995
154,26,30,35,56,21,255,255,255,20,52,52,1.0749999
154,26,30,35,56,21,255,255,255,20,52,52,0.92499995
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.775
154,26,30,35,56,39,255,255,255,20,52,52,0.625
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,1.425
154,26,30,35,56,39,255,255,255,20,52,52,0.92499995
154,26,30,35,56,39,255,255,255,20,52,52,0.92499995
154,26,30,35,56,39,255,255,255,20,52,52,0.92499995
154,26,30,35,56,39,255,255,255,20,52,52,0.42499998
154,26,30,35,56,39,255,255,255,20,52,52,0.42499998
154,26,30,35,56,39,255,255,255,20,52,52,1.05
154,26,30,35,56,39,255,255,255,20,52,52,1.05
154,27,31,36,56,39,255,255,255,20,52,52,0.9
154,27,31,36,56,39,255,255,255,20,52,52,0.75
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,1.025
154,27,31,36,56,39,255,255,255,20,52,52,0.875
154,27,31,36,56,39,255,255,255,20,52,52,0.875
154,27,31,36,56,39,255,255,255,20,52,52,0.875
154,27,31,36,56,39,255,255,255,20,52,52,0.725
154,27,31,36,56,39,255,255,255,20,52,52,0.725
154,27,31,36,56,39,255,255,255,20,52,52,0.725
154,27,31,36,56,39,255,255,255,20,52,52,0.725
154,27,31,36,56,39,255,255,255,20,52,52,0.57500005
154,27,31,36,56,39,255,255,255,20,52,52,0.57500005
154,27,31,36,56,39,255,255,255,20,52,52,0.57500005
154,27,31,36,56,39,255,255,255,20,52,52,0.42500004
154,27,31,36,56,39,255,255,255,20,52,52,0.27500004
154,27,31,36,56,39,255,255,255,20,52,52,0.27500004
154,27,31,36,56,39,255,255,255,20,52,52,0.27500004
154,27,31,36,56,39,255,255,255,20,52,52,0.27500004
154,27,31,36,56,39,255,255,255,20,52,52,0.8499999
154,27,31,36,56,39,255,255,255,20,52,52,1.9
154,27,31,36,56,39,255,255,255,20,52,52,0.65
154,27,31,36,56,39,255,255,255,20,52,52,0.65
154,27,31,36,56,39,255,255,255,20,52,52,0.65
154,27,31,36,56,39,255,255,255,2,52,52,0.65
154,27,31,36,56,39,255,255,255,20,52,52,0.65
89,27,31,36,56,39,255,255,255,20,52,52,0.49999997
47,27,31,36,56,39,255,255,255,20,52,52,0.34999996
58,27,31,36,56,39,255,255,255,20,52,52,0.34999996
91,27,31,36,56,39,255,255,255,20,52,52,0.34999996
137,27,31,36,56,39,255,255,255,20,52,52,0.34999996
137,27,31,36,56,39,255,255,255,1,52,52,0.34999996
137,27,30,36,56,39,255,255,255,1,52,52,0.19999996
137,27,30,36,56,39,255,255,255,1,52,52,0.19999996
137,27,30,36,56,39,255,255,255,1,52,52,0.049999952
137,27,30,36,56,39,255,255,255,1,52,52,0.049999952
137,27,30,36,56,39,255,255,255,1,52,52,0.049999952
137,27,30,36,56,39,255,255,255,1,52,52,0.049999952
137,27,30,36,56,39,255,255,255,1,52,52,0.4
137,27,30,36,56,39,255,255,255,1,52,52,1.025
137,27,30,36,44,39,255,255,255,1,52,52,1.025
137,27,30,36,89,39,255,255,255,1,52,52,1.025
137,27,30,36,122,39,255,255,255,1,52,52,1.025
137,27,30,36,149,39,255,255,255,1,52,52,1.025
137,27,30,36,98,39,255,255,255,1,52,52,1.025
137,27,30,36,62,39,255,255,255,1,52,52,1.025
137,27,30,36,44,39,255,255,255,1,52,52,1.025
137,27,30,36,49,39,255,255,255,1,52,52,1.025
170,27,30,36,49,39,255,255,255,1,52,52,1.025
170,27,30,36,68,39,255,255,255,1,52,52,1.025
170,27,30,36,82,39,255,255,255,1,52,52,1.025
170,27,30,36,90,39,255,255,255,1,52,52,1.025
170,27,31,36,90,39,255,255,255,1,52,52,1.025
170,27,31,36,90,39,255,255,255,1,52,52,0.5999999
170,27,31,36,90,39,255,255,255,1,52,52,0.5999999
170,27,31,36,90,39,255,255,255,1,52,52,0.5999999
170,27,31,36,90,39,255,255,255,1,52,52,1.125
170,27,31,36,90,39,255,255,255,1,52,52,1.125
170,27,31,36,90,39,255,255,255,1,52,52,1.125
170,27,31,36,90,39,255,255,255,20,52,52,1.125
255,27,31,36,90,39,255,255,255,20,52,52,1.125
255,27,31,36,33,39,255,255,255,20,52,52,1.125
255,30,34,37,33,39,255,255,255,20,52,52,0.75
255,30,34,37,33,39,255,255,255,20,52,52,0.75
255,30,34,37,33,39,255,255,255,20,52,52,0.75
255,30,34,37,33,39,255,0,0,20,52,52,0.75
255,30,34,37,33,39,0,0,255,20,52,52,0.75
